Nome,Bolsista,Doutorado,Professor
Helton Hideraldo Bíscaro ,NA,"Doutorado em Ciências da Computação e Matemática Computacional pela Universidade de São Paulo, Brasil(2005)","Professor da Escola de Artes Ciências e Humanidades - USP , Brasil"
Ivanildo Barbosa ,NA,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2015)","Professor Classificado do Instituto Militar de Engenharia , Brasil"
Erito Marques de Souza Filho ,NA,"Doutorado em Programa de Engenharia da COPPE - UFRJ pela Universidade Federal do Rio de Janeiro, Brasil(2013)","Professor 3º grau (nível superior) da Universidade Federal Rural do Rio de Janeiro , Brasil"
Roberto Ramos Sobrinho ,NA,"Doutorado em Agronomia (Fitopatologia) pela Universidade Federal de Viçosa, Brasil(2014)","Professor Substituto da Universidade de Brasília , Brasil"
Hugo Alexandre Dantas do Nascimento ,NA,"Doutorado em Computer Science pela The University of Sydney, Austrália(2004)","Professor Associado Nível 2 da Universidade Federal de Goiás , Brasil"
Jose Antonio Moreira Xexeo ,NA,"Doutorado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro, Brasil(2001)","Professor do Instituto Militar de Engenharia , Brasil"
Regiane Silva Kawasaki Francês ,NA,"Doutorado em Pós-Graduação em Genética e Biologia Molecular pela Universidade Federal do Pará, Brasil(2016)","Professor Adjunto I da Universidade Federal do Pará , Brasil"
Diego Gimenez Passos ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Computação pela Universidade Federal Fluminense, Brasil(2013)","Professor Adjunto da Universidade Federal Fluminense , Brasil"
Alan James Peixoto Calheiros ,NA,"Doutorado em Meteorologia pelo Instituto Nacional de Pesquisas Espaciais, Brasil(2013)",NA
Luciane Prioli Ciapina ,NA,"Doutorado em Agronomia Genética e Melhoramento de Plantas pela Universidade Estadual Paulista Júlio de Mesquita Filho, Brasil(2001)",NA
Jones Yudi Mori Alves da Silva ,NA,"Doutorado em Electrical Engineering and Information Technology pelo Ruhr-Universität Bochum, Alemanha(2018)","Professor Assistente I da Universidade de Brasília , Brasil"
Mariana Cúri ,NA,"Doutorado em Estatística pela Universidade de São Paulo, Brasil(2006)",NA
Clarissa Pedrosa da Costa Gomes ,NA,"Doutorado em Ciências Genômicas e Biotecnologia pela Universidade Católica de Brasília, Brasil(2013)",NA
Magali Andréia Rossi ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(2013)","Professor de Ensino Superior III/D da Faculdade de Tecnologia de Carapicuíba , Brasil"
Willian Massami Watanabe ,NA,"Doutorado em Doutorado em Ciências da Computação pelo Instituto de Ciências Matemáticas e de Computação - USP, Brasil(2014)","Professor Adjunto da Universidade Tecnológica Federal do Paraná , Brasil"
Cristina Maria Bentz ,NA,"Doutorado em Engenharia Civil pela Universidade Federal do Rio de Janeiro, Brasil(2006)",NA
Felipe Miguel Pait ,NA,NA,"PROFESSOR DOUTOR da Universidade de São Paulo , Brasil"
Tiago Fiorini da Silva ,NA,"Doutorado em Física pela Universidade de São Paulo, Brasil(2011)",NA
Maximiller Dal-Bianco Lamas Costa ,NA,"Doutorado em Ciências Biológicas (Bioquímica) pela Universidade de São Paulo, Brasil(2012)","Professor Adjunto da Universidade Federal de Viçosa , Brasil"
Tonismar dos Santos Pereira ,NA,"Doutorado em Engenharia Agrícola pela Universidade Federal de Santa Maria, Brasil(2017)",NA
Márcio Lopes Cornélio ,NA,"Doutorado em Ciências da Computação pela Universidade Federal de Pernambuco, Brasil(2004)","Professor Adjunto da Universidade Federal de Pernambuco , Brasil"
Ricardo Campanha Carrano ,NA,"Doutorado em Computação pela Universidade Federal Fluminense, Brasil(2013)","Professor da Universidade Federal Fluminense , Brasil"
Marconi de Arruda Pereira ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Minas Gerais, Brasil(2012)","Professor Adjunto III da Universidade Federal de São João Del-Rei , Brasil"
Marcelo Costa Oliveira ,NA,"Doutorado em Medicina (Clínica Médica) - Ribeirão Preto pela Universidade de São Paulo, Brasil(2006)","Professor Associado da Universidade Federal de Alagoas , Brasil"
Wesley Romão ,NA,"Doutorado em Engenharia de Produção pela Universidade Federal de Santa Catarina, Brasil(2002)","Professor Associado da Universidade Estadual de Maringá , Brasil"
Lucas Remoaldo Trambaiolli ,NA,"Doutorado em Neurociência e Cognição pela Universidade Federal do ABC, Brasil(2018)",NA
Leandro Alexandre Freitas ,"Bolsista FAPEG da Universidade Federal de Goiás , Brasil","Doutorado em Ciência da Computação pela Universidade Federal de Goiás, Brasil(2017)",NA
Tiago Arruda Sanchez ,NA,"Doutorado em Física Aplicada à Medicina e Biologia pela Universidade de São Paulo, Brasil(2009)","Professor Adjunto da Universidade Federal do Rio de Janeiro , Brasil"
Rafael Cardoso ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Santa Maria, Brasil(2008)",NA
Erica Teixeira Gomes de Sousa ,NA,"Doutorado em Ciências da Computação pelo Centro de Informática da UFPE, Brasil(2015)","Professor Titular da Universidade Federal Rural de Pernambuco , Brasil"
Ana Cristina Wesner Viana ,NA,"Doutorado em Enfermagem (Conceito CAPES 5) pela Universidade Federal do Rio Grande do Sul, Brasil(2018)",NA
Alexandre Cláudio Botazzo Delbem ,Bolsista de Produtividade em Pesquisa 1D,"Doutorado em Engenharia Elétrica [São Carlos] pela Universidade de São Paulo, Brasil(2002)","Professor Titular da Universidade de São Paulo , Brasil"
Luiz Alberto Vieira Dias ,NA,"Doutorado em Space Physics And Astronomy pela Rice University, Estados Unidos(1973)","Professor Titular do Instituto Tecnológico de Aeronáutica , Brasil"
Luiz Marcos Garcia Goncalves ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro, Brasil(1999)","Professor Associado da Universidade Federal do Rio Grande do Norte , Brasil"
Claudia Aparecida Martins ,NA,"Doutorado em Ciências da Computação e Matemática Computacional pela Universidade de São Paulo, Brasil(2003)","Professor Associado III da Universidade Federal de Mato Grosso , Brasil"
Elias Silva de Oliveira ,NA,"Doutorado em Artificial Intelligence pela University of Leeds, Inglaterra(2001)","Professor da Universidade Federal do Espírito Santo , Brasil"
Tereza Cristina Melo de Brito Carvalho ,NA,"Doutorado em Engenharia Elétrica pela Universidade de São Paulo, Brasil(1996)","Professor Doutor da Universidade de São Paulo , Brasil"
José Alfredo Ferreira Costa ,NA,"Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas, Brasil(1999)","Professor Associado IV da Universidade Federal do Rio Grande do Norte , Brasil"
Maria Emilia Xavier Mendes ,NA,"Doutorado em PhD em Ciencia da Computacao pela University of Southampton, Inglaterra(1999)","Associate Professor da The University of Auckland , Nova Zelândia"
Marcus Costa Sampaio ,NA,"Doutorado em Informática pelo Université Montpellier 2 - Sciences et Techniques, França(1995)",NA
Aydano Pamponet Machado ,Bolsista de Produtividade Desen. Tec. e Extensão Inovadora 2,"Doutorado em Informatique pelo Laboratoire D'informatique de Paris VI, França(2009)","Professor Adjunto da Universidade Federal de Alagoas , Brasil"
Juliana Belo Diniz ,NA,"Doutorado em Psiquiatria pela Universidade de São Paulo, Brasil(2011)",NA
José Carlos Ferreira da Rocha ,NA,"Doutorado em Engenharia Mecânica pela Universidade de São Paulo, Brasil(2004)",NA
Kelson Romulo Teixeira Aires ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal do Rio Grande do Norte, Brasil(2009)","Professor Adjunto IV da Universidade Federal do Piauí , Brasil"
Anselmo Antunes Montenegro ,NA,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2003)","Professor adjunto da Universidade Federal Fluminense , Brasil"
Rafael Pasquini ,NA,"Doutorado em Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas, Brasil(2011)","Professor Adjunto da Universidade Federal de Uberlândia , Brasil"
Karin Koogan Breitman ,NA,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2000)","Professor Assistente da Pontifícia Universidade Católica do Rio de Janeiro , Brasil"
Dionne Cavalcante Monteiro ,NA,"Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas, Brasil(2004)",NA
Jose Eurico de Vasconcelos Filho ,NA,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2010)",NA
Maria Aparecida Nicoletti ,NA,"Doutorado em Curso de Pós-Graduação em Fármaco e Medicamentos pela FACULDADE DE CIENCIAS FARMACÊUTICAS - USP, Brasil(1999)",NA
Henrique César Santejo Silveira ,NA,"Doutorado em Ciências Biológicas (Genética) pela Universidade de São Paulo, Brasil(2007)","Professor mestrado em Ambiente e Saúde da Universidade de Cuiabá , Brasil"
Wagner Antonio Arbex ,NA,"Doutorado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro, Brasil(2009)",NA
Rogério Eduardo Garcia ,NA,"Doutorado em Ciência da Computação e Matemática Computacional [S.Carlos] pela Universidade de São Paulo, Brasil(2006)","Professor da Universidade Estadual Paulista Júlio de Mesquita Filho , Brasil"
Luiz Machado ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Thermique et Energétique pelo Institut National Des Sciences Appliquées de Lyon, França(1996)",NA
Orlando Gomes Loques Filho ,NA,"Doutorado em Computer Science pelo Imperial College, Inglaterra(1984)","Professor titular da Universidade Federal Fluminense , Brasil"
Sandra Maria Aluísio ,NA,"Doutorado em Física pela Universidade de São Paulo, Brasil(1995)",NA
Andrea Parolin Jackowski ,NA,"Doutorado em Medicina pela Universidade Federal do Rio Grande do Sul, Brasil(2001)",NA
Jose Neuman de Souza ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Informatique pelo Université Pierre et Marie Curie, França(1994)",NA
Frederico Gadelha Guimarães ,Bolsista de Produtividade em Pesquisa 1D(***) | Orientador de Doutorado,"Doutorado em Engenharia Elétrica pela Universidade Federal de Minas Gerais, Brasil(2008)","Professor Adjunto da Universidade Federal de Minas Gerais , Brasil"
Mario Lemes Proença Junior ,Bolsista de Produtividade em Pesquisa 2,"Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas, Brasil(2005)","professor e analista de informatica da Universidade Estadual de Londrina , Brasil"
Claudio Fernando Resin Geyer ,NA,"Doutorado em Informatica pelo Université Joseph Fourier - Grenoble I, França(1991)","Professor adjunto da Universidade Federal do Rio Grande do Sul , Brasil"
Edmundo Roberto Mauro Madeira ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Engenharia Elétrica pela Universidade Estadual de Campinas, Brasil(1991)","Professor MS-6 da Universidade Estadual de Campinas , Brasil"
Maria Emília Machado Telles Walter ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Ciência da Computação pela Universidade Estadual de Campinas, Brasil(1999)","Professor adjunto da Universidade de Brasília , Brasil"
José Maria da Silva Monteiro Filho ,NA,"Doutorado em Informática pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(2008)","Professor Adjunto da Universidade Federal do Ceará , Brasil"
Luiz Alberto Bavaresco de Naveda ,NA,"Doutorado em Doutorado em Artes - Musicologia pela Universidade de Gent, Bélgica(2011)",NA
Adriana Helena Borssoi ,NA,"Doutorado em Ensino de Ciências e Educação Matemática pela Universidade Estadual de Londrina, Brasil(2013)","Professor Efetivo da Universidade Tecnológica Federal do Paraná , Brasil"
Flavio Joaquim de Souza ,NA,"Doutorado em Engenharia Elétrica pela Pontifícia Universidade Católica do Rio de Janeiro, Brasil(1999)",NA
Joao Carlos Pereira da Silva ,NA,"Doutorado em Engenharia de Sistemas e Computação pela Universidade Federal do Rio de Janeiro, Brasil(1996)","Professor Associado da Universidade Federal do Rio de Janeiro , Brasil"
Laurence Rodrigues do Amaral ,NA,"Doutorado em Ciência da Computação pela Universidade Federal de São Carlos, Brasil(2013)","Professor Adjunto da Universidade Federal de Uberlândia , Brasil"
Mario Sarcinelli Filho ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Engenharia Elétrica pela Universidade Federal do Rio de Janeiro, Brasil(1990)","Professor Titular da Universidade Federal do Espírito Santo , Brasil"
Fátima Nelsizeuma Sombra de Medeiros ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Física pela Universidade de São Paulo, Brasil(1999)","Professor Associado IV da Universidade Federal do Ceará , Brasil"
Kathia Maria Honorio ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Doutorado,"Doutorado em Físico-Química pela Universidade de São Paulo, Brasil(2004)",NA
Alessandro Lameiras Koerich ,NA,"Doutorado em Doctorat en Génie pelo Universite du Quebec, Canadá(2002)","Professor Titular da Pontifícia Universidade Católica do Paraná , Brasil"
Márcia Kauer Sant´Anna ,Bolsista de Produtividade em Pesquisa 1D | Orientador de Doutorado,"Doutorado em Ciências Biológicas (Bioquímica) pela Universidade Federal do Rio Grande do Sul, Brasil(2007)","Professor Associado 1 da Universidade Federal do Rio Grande do Sul , Brasil"
José Maria Parente de Oliveira ,NA,"Doutorado em Engenharia Eletrônica e Computação pelo Instituto Tecnológico de Aeronáutica, Brasil(2003)","Professor Associado IV do Instituto Tecnológico de Aeronáutica , Brasil"
Cleidson Ronald Botelho de Souza ,NA,"Doutorado em Information And Computer Science pela University Of California, Irvine, Estados Unidos(2005)","Professor Adjunto da Universidade Federal do Pará , Brasil"
Ricardo Tanscheit ,NA,"Doutorado em Engenharia Elétrica - Queen Mary College pela University of London, Inglaterra(1988)","Professor Associado da Pontifícia Universidade Católica do Rio de Janeiro , Brasil"
Daniel Peixoto Ferreira ,NA,"Doutorado em Artes Visuais pela Universidade de São Paulo, Brasil(2016)",NA
Luiz Carlos Rosa ,NA,"Doutorado em Engenharia de Produção pela Escola Politécnica da Universidade de São Paulo - USP, Brasil(2004)","Professor de Ensino Superior III - P do Centro Estadual de Educação Tecnológica Paula Souza , Brasil"
Alessandro Vivas Andrade ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Minas Gerais, Brasil(2008)","Professor Adjunto da Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK , Brasil"
Fabrício Benevenuto de Souza ,Bolsista de Produtividade em Pesquisa 2 | Orientador de Mestrado | Orientador de Doutorado,"Doutorado em Ciências da Computação pela Universidade Federal de Minas Gerais, Brasil(2010)","Professor Adjunto da Universidade Federal de Minas Gerais , Brasil"
Roberto Zanetti Freire ,Bolsista de Produtividade em Pesquisa 2,"Doutorado em Engenharia Mecânica pela Pontifícia Universidade Católica do Paraná, Brasil(2010)","Professor Adjunto da Pontifícia Universidade Católica do Paraná , Brasil"
Marco Antonio Casanova ,Bolsista de Produtividade em Pesquisa 1B | Orientador de Doutorado,"Doutorado em Applied Mathematics pela Harvard University, Estados Unidos(1979)","Professor Titular da Pontifícia Universidade Católica do Rio de Janeiro , Brasil"
Oduvaldo Vendrametto ,NA,"Doutorado em Engenharia (Engenharia de Produção) pela Universidade de São Paulo, Brasil(1994)","Professor titular da Universidade Paulista , Brasil"
Lourdes Mattos Brasil ,NA,"Doutorado em Engenharia Elétrica pela Universidade Federal de Santa Catarina, Brasil(1999)",NA
Silvana Giuliatti ,NA,"Doutorado em Física Aplicada à Medicina e Biologia pela Universidade de São Paulo, Brasil(2000)","Professora Doutora da Universidade de São Paulo , Brasil"
